a	b	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	FDiff	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter	cov	deamination	kinship	degree	program
childE	childG	99410	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	-0.000000	-162571.468153	54	-162571.485234	0.999990	2.968857e-01,1.952947e-01,3.938058e-02,1.897535e-01,1.694106e-01,3.996621e-02,3.221573e-02,3.068961e-02,6.403477e-03	0.422620	0.321279	0.032998	-180434.278705	5	8	deam	HC	4	ngsrelate
childF	childG	99409	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	0.000002	0.000002	0.000003	0.000002	0.000002	0.000000	0.000002	0.000002	0.000003	-0.000000	-163046.962039	54	-163047.022463	0.999980	2.967280e-01,1.942682e-01,3.926666e-02,1.889061e-01,1.685173e-01,3.922126e-02,3.321345e-02,3.261603e-02,7.263058e-03	0.430105	0.319469	0.029742	-181043.179444	5	8	deam	HC	4	ngsrelate
childD	childG	99397	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	-0.000000	-169337.541045	54	-169337.566340	0.999930	2.932207e-01,1.888871e-01,3.561038e-02,1.889008e-01,1.722194e-01,4.027187e-02,3.428370e-02,3.747313e-02,9.132895e-03	0.405843	0.327770	0.040541	-185741.343903	7	4	deam	HC	4	ngsrelate
childE	childG	99398	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	0.000000	0.000001	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	-0.000000	-166181.574672	58	-166181.619275	0.999940	2.938474e-01,1.953800e-01,3.887128e-02,1.906893e-01,1.722541e-01,3.979940e-02,3.184522e-02,3.095993e-02,6.353465e-03	0.410536	0.326520	0.038462	-183770.877295	9	4	deam	HC	4	ngsrelate
childF	childG	99393	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000006	0.000002	0.000002	0.000004	0.000002	0.000002	0.000000	0.000002	0.000002	0.000006	-0.000000	-166664.361683	67	-166664.446224	0.999889	2.934869e-01,1.943226e-01,3.891616e-02,1.900172e-01,1.715732e-01,3.898588e-02,3.288723e-02,3.268816e-02,7.122694e-03	0.418500	0.325062	0.034995	-184369.210790	9	4	deam	HC	4	ngsrelate
childD	childG	89690	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000012	0.000001	0.000000	0.000006	0.000001	0.000000	0.000000	0.000000	0.000000	0.000013	-0.000000	-144948.002087	118	-144948.051422	0.905575	2.906536e-01,1.892588e-01,3.563702e-02,1.909668e-01,1.753708e-01,3.910023e-02,3.383476e-02,3.593555e-02,9.242380e-03	0.396142	0.334210	0.045195	-157323.249262	18	1	deam	HC	4	ngsrelate
childE	childG	89719	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	-0.000002	-142526.307009	94	-142526.320070	0.905868	2.906700e-01,1.976892e-01,3.857468e-02,1.947239e-01,1.722445e-01,3.941085e-02,3.014192e-02,3.048223e-02,6.062692e-03	0.398948	0.324364	0.043148	-155640.518928	22	1	deam	HC	4	ngsrelate
childF	childG	89677	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	0.000003	0.000010	0.000004	0.000003	0.000003	0.000000	0.000003	0.000003	0.000008	-0.000003	-142602.756817	67	-142602.833135	0.905444	2.907868e-01,1.954290e-01,3.857086e-02,1.921913e-01,1.721319e-01,3.897312e-02,3.268255e-02,3.275803e-02,6.476316e-03	0.413947	0.324407	0.036865	-155913.456470	18	1	deam	HC	4	ngsrelate
childD	childG	99408	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000004	0.000004	0.000004	0.000004	0.000004	0.000000	0.000004	0.000004	0.000004	-0.000000	-164485.502485	58	-164485.570535	1.000000	2.976778e-01,1.880964e-01,3.638519e-02,1.876301e-01,1.676945e-01,4.032811e-02,3.477687e-02,3.789475e-02,9.516337e-03	0.424355	0.319350	0.032141	-181313.440117	5	20	deam	HC	4	ngsrelate
childE	childG	99407	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000002	0.000000	0.000002	0.000001	0.000000	0.000000	0.000000	0.000000	0.000003	0.000000	-161192.602404	74	-161192.647842	0.999990	2.983941e-01,1.948956e-01,3.979583e-02,1.893945e-01,1.682173e-01,3.996634e-02,3.230162e-02,3.057655e-02,6.458238e-03	0.428597	0.319240	0.030359	-179127.691009	5	20	deam	HC	4	ngsrelate
childF	childG	99408	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000000	0.000001	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	-0.000000	-161713.440535	66	-161713.480361	1.000000	2.982028e-01,1.937468e-01,3.950145e-02,1.884259e-01,1.672952e-01,3.951171e-02,3.345632e-02,3.264363e-02,7.216097e-03	0.436102	0.317276	0.027100	-179831.601981	5	20	deam	HC	4	ngsrelate
childD	childG	98581	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000007	0.000000	0.000000	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000007	-0.000000	-169533.442426	54	-169533.472994	0.993009	2.911071e-01,1.901336e-01,3.531351e-02,1.898018e-01,1.725419e-01,4.052046e-02,3.406354e-02,3.750297e-02,9.015051e-03	0.402088	0.327195	0.042075	-184845.235818	11	2	deam	HC	4	ngsrelate
childE	childG	98581	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000000	0.000001	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	-0.000000	-166751.969259	58	-166752.003058	0.993009	2.914363e-01,1.962564e-01,3.850340e-02,1.918305e-01,1.729539e-01,4.014168e-02,3.175960e-02,3.102550e-02,6.092614e-03	0.406253	0.326626	0.040275	-183219.832240	11	2	deam	HC	4	ngsrelate
childF	childG	98589	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	0.000001	0.000001	0.000003	0.000001	0.000001	0.000000	0.000001	0.000001	0.000005	-0.000000	-166890.604496	66	-166890.659681	0.993090	2.911650e-01,1.957521e-01,3.812502e-02,1.906970e-01,1.719368e-01,3.930738e-02,3.322382e-02,3.242972e-02,7.363168e-03	0.414971	0.324694	0.036455	-183453.951303	11	2	deam	HC	4	ngsrelate
childD	childG	99409	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000010	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	0.000000	0.000000	0.000010	-0.000000	-164974.255543	62	-164974.314612	0.999970	2.970424e-01,1.883557e-01,3.621165e-02,1.876878e-01,1.684006e-01,4.034294e-02,3.465401e-02,3.793974e-02,9.365139e-03	0.420816	0.320646	0.033711	-181730.006480	5	10	deam	HC	4	ngsrelate
childE	childG	99410	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	-0.000000	-161773.208292	58	-161773.213632	0.999980	2.976275e-01,1.949988e-01,3.944132e-02,1.893330e-01,1.689100e-01,4.003006e-02,3.242392e-02,3.077868e-02,6.456758e-03	0.425465	0.320509	0.031754	-179713.533160	5	10	deam	HC	4	ngsrelate
childF	childG	99410	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	0.000000	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	-0.000000	-162284.170358	62	-162284.200063	0.999980	2.973290e-01,1.941223e-01,3.928679e-02,1.886947e-01,1.681313e-01,3.949063e-02,3.335919e-02,3.243469e-02,7.151557e-03	0.432079	0.318800	0.028874	-180309.197657	5	10	deam	HC	4	ngsrelate
